date,block,timestamp,staked,delegated,total,percentage,apy
2022-08-27,15421156,1661597637,19969784257776661728816492,2857432986806155474966263399,2877402771.063932,33.921133162319414,5.8681558028221925
2022-08-29,15431801,1661744282,19995882542845234637922041,2855062363673414214330778073,2875058246.2162595,33.89535847662171,5.872728204657447
2022-08-30,15442446,1661891095,20004259843402617461791891,2828556665382939944270916606,2848560925.2263427,33.58160141887612,5.928388373067865
2022-09-01,15453091,1662038175,20042186233625117354357292,3036720845837396197567485664,3056763032.071021,35.206328690005016,5.654309409071934
2022-09-03,15463736,1662185366,20046808703747873215884318,3055587481875237536682633695,3075634290.578985,35.42589987994441,5.619623851548915
2022-09-04,15474381,1662332439,20056993576265670124641673,3057603067337796359417962091,3077660060.914062,35.44703187579691,5.616285640110884
2022-09-06,15485026,1662480205,20076014096600088554220977,3059342015419022470259162800,3079418029.5156226,35.25753716340411,5.6462200306328025
2022-09-08,15495671,1662627815,20095032007879289332734756,3126545824934149936085791304,3146640856.942029,36.02560504098657,5.525107348256205
2022-09-10,15506316,1662777425,20113602789495975521374221,3150904377188772406318874285,3171017979.978268,36.305410602714026,5.483295825256355
2022-09-11,15516961,1662930226,20123875865380141531695927,3180887300853900371261441355,3201011176.7192807,36.64812035793501,5.432084488625909
2022-09-13,15527606,1663081864,20149609796216787358809615,3181874861773681488499945400,3202024471.569898,36.65969149804065,5.4303554058025565
2022-09-15,15538251,1663234595,20159521815279356997434367,3183168701246728035681191888,3203328223.0620074,36.67523648391091,5.428032508679876
2022-09-16,15548896,1663364303,20159521815279356997434367,3188942356927728290895355057,3209101878.7430077,36.73919015961976,5.418475870254547
2022-09-18,15559541,1663493303,20195983920831172387971755,3187226281615309374844061296,3207422265.5361404,36.72100853676805,5.421192761717838
2022-09-19,15570186,1663622375,20212827738904049134753719,3178905585607243860727353889,3199118413.346148,36.625159186004986,5.435515591146991
2022-09-21,15580831,1663751951,20232101256877575707709809,3183689813302914412213930457,3203921914.559792,36.68074293408088,5.4272096763297695
2022-09-22,15591476,1663880987,20240311368054054485263372,3182059828632174951178313981,3202300140.000229,36.66189999704583,5.430025388391966
2022-09-24,15602121,1664009279,20258015486698464854182346,3182069692492558239656297594,3202327707.9792566,36.66564674575085,5.429465509350651
2022-09-25,15612766,1664137559,20266895875593449653624841,3183700775477360267241917729,3203967671.352954,36.683087840360244,5.426859275493464
2022-09-27,15623411,1664266223,20285145884615547209164897,3214665601454348638674710646,3234950747.338964,37.03693355343801,5.37427435951435
2022-09-28,15634056,1664394851,20293724491070549241231138,3206737078479423773110416380,3227030802.9704943,36.94792831601741,5.387283994820462
2022-09-30,15644701,1664523383,20329652112300594440435815,3171485732553034038536310775,3191815384.6653347,36.54121242030526,5.448059809722017
2022-10-01,15655346,1664651987,20338743568003951844662826,3192149131307773148556487908,3212487874.8757772,36.78099943751304,5.41222828327504
2022-10-03,15665991,1664780363,20347457535065140572977727,3201284826104650836024155183,3221632283.639716,36.884553665488376,5.3967541091450055
2022-10-04,15676636,1664909039,20347457535065140572977727,3198216288481329313428148865,3218563746.0163946,36.84831831023539,5.402168781320263
2022-10-06,15687281,1665037775,20363036057493717181304371,3200753837811472064659524256,3221116873.8689656,36.88097043953989,5.397289552876839
2022-10-07,15697926,1665166475,20371427702140020594911701,3208604250956036141615764295,3228975678.658176,36.96883895917557,5.3841593041175635
2022-10-09,15708571,1665294755,20389140638079639102237155,3208816035438984666455778436,3229205176.0770645,36.972508518111354,5.383610959592546
2022-10-10,15719216,1665423203,20398247493860421754064588,3209594077749286399629170817,3229992325.243147,36.98118216947662,5.382314850354001
2022-10-12,15729861,1665551543,20416870103628226504268372,3404090817664245851619786730,3424507687.7678742,39.20681122469011,5.077243742742146
2022-10-13,15740506,1665679943,20430112445377880879291543,3404602147273073899853679262,3425032259.718452,39.212430738594826,5.076526744615377
